animal	group	A*01Status	year	WkPost-TX	WkPost-ATI	parameter	value
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	5.15
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	0.66
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	1.7804878048780488
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	0.36585365853658536
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	3.131578947368421
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	0
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.094017094017094
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.2608695652173911
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.0510752688172043
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.0803782505910167
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_KI67p	1.33
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TEM	0.18
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_CD25p	4.11
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_KI67p	1.18
RFn17	aIL10	-	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	1.3
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.14
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2681
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	4.7
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	45.7
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	3.02
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	1.96
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2686
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	2.56
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.6688741721854305
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.8916666666666668
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	1.3414634146341464
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.5965909090909092
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	3.9791666666666665
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	2.1818181818181817
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	4
RFn17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_KI67p	0.8
RFn17	aIL10	-	1	-1	-13	MSD_Cluster_1	-0.163597460927593
RFn17	aIL10	-	1	-1	-13	MSD_Cluster_2	-0.24409791256759
RFn17	aIL10	-	1	-1	-13	MSD_Cluster_3	-0.479881177464127
RHm17	aIL10	+	1	-1	-13	IL10	0.300350717020089
RHm17	aIL10	+	1	-1	-13	IL4	0.143400893523015
RHm17	aIL10	+	1	-1	-13	MIP3b	58.2457800537286
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	1.43
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2002
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.19
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	4.51
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	2.86
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	17
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	63.4
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2068
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2249
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	11222
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_KI67p_UNS	5.37
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	4.4
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	5.9
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	1.47
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	1.575
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	1.902777777777778
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.6627906976744184
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	2.878787878787879
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.2070844686648499
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.8932038834951455
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.1722595078299776
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9635258358662614
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_KI67p	2.35
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM	0.087
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_CD25p	4.5
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_KI67p	1.71
RHm17	aIL10	+	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.65
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.074
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2275
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	8.36
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	53.9
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	2.43
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	1.75
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2405
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	3.49
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.6378600823045266
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.3823529411764706
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	1.162162162162162
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.0681818181818181
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.650793650793651
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	1.1235955056179776
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.0454545454545452
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	1.7333333333333334
RHm17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_KI67p	0.41
RHm17	aIL10	+	1	-1	-13	MSD_Cluster_1	-0.0637844054412312
RHm17	aIL10	+	1	-1	-13	MSD_Cluster_2	0.496040352151822
RHm17	aIL10	+	1	-1	-13	MSD_Cluster_3	-0.273790574659448
RVm17	aIL10	-	1	-1	-13	IL10	0.288725514548839
RVm17	aIL10	-	1	-1	-13	IL4	0.185935476155212
RVm17	aIL10	-	1	-1	-13	MIP3b	69.5598904323009
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	0.65
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	5713
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.16
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	7.72
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	0.46
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	11.1
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	37.3
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2940
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	3214
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	9996
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_KI67p_UNS	4.64
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	8.25
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	4.16
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	2.55
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	2.0952380952380953
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	0.9473684210526315
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	2.166666666666667
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	3.72093023255814
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	0.7454954954954955
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	0.9375000000000001
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	0.752232142857143
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.6498257839721254
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_KI67p	1.04
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4p_TEM	0.13
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_CD25p	4.75
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD8p_KI67p	1.7
RVm17	aIL10	-	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.44
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.12
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	3077
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	4.98
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	35.8
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	4.82
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.41
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	3934
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	2.73
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	0.9543568464730289
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.1730769230769231
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.891025641025641
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.068062827225131
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	2.1097922848664687
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.2193158953722334
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	1.6785714285714284
RVm17	aIL10	-	1	-1	-13	PBMC_CD3p_CD8p_KI67p	1.06
RVm17	aIL10	-	1	-1	-13	MSD_Cluster_1	-0.246506827822477
RVm17	aIL10	-	1	-1	-13	MSD_Cluster_2	-0.293815796600927
RVm17	aIL10	-	1	-1	-13	MSD_Cluster_3	-0.0875727924737483
RYk17	aIL10	+	1	-1	-13	IL10	0.304314821261852
RYk17	aIL10	+	1	-1	-13	IL4	0.140520429219513
RYk17	aIL10	+	1	-1	-13	MIP3b	57.0451801750955
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	1.56
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2283
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.11
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	3.2
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	1.74
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	4.81
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	69
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2373
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2210
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	11639
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_KI67p_UNS	6.64
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	5.08
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	11.9
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	0.82
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	0.39007092198581567
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	0.5
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	0.43575418994413406
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	0.6875
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.3224043715846994
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	0.5925925925925926
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.2451193058568328
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.0486322188449848
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_KI67p	3.01
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM	0.067
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_CD25p	7.42
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_KI67p	3.31
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.32
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.061
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2490
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	2.32
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	18.9
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	1.16
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.11
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2614
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	5.08
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.5517241379310347
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.5476190476190477
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	1.0248756218905475
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.5271966527196652
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	0.6137724550898204
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	0.875
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	0.7158273381294963
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	0.95
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_KI67p	0.37
RYk17	aIL10	+	1	-1	-13	MSD_Cluster_1	-0.393422527201688
RYk17	aIL10	+	1	-1	-13	MSD_Cluster_2	-0.0135557692249814
RYk17	aIL10	+	1	-1	-13	MSD_Cluster_3	-0.446057930476214
34920	aIL10	-	2	-1	-13	IL10	0.258844741159608
34920	aIL10	-	2	-1	-13	IL4	0.13660623229395
34920	aIL10	-	2	-1	-13	MIP3b	73.9360100933731
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	0.92
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2087
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.1
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	10
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	1.6
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	31.6
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	65.1
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2539
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2707
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	9929
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_KI67p_UNS	8.92
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	9.3
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	10.6
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	4.05
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	1.0857142857142859
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	0.8421052631578947
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.0952380952380953
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	1.6949152542372883
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.2824858757062148
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.2395833333333333
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.2877492877492878
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.2191011235955056
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_KI67p	2.17
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TEM	0.043
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_CD25p	4.3
34920	aIL10	-	2	-1	-13	LN_CD3p_CD8p_KI67p	3.28
34920	aIL10	-	2	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.74
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.019
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2558
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	5.52
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	27.5
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	1.61
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	1.96
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	3046
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	4.17
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.5652173913043477
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	0.9043478260869566
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.7005988023952096
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	0.9765258215962442
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.2919254658385093
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.0406091370558377
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	2.417582417582418
34920	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_KI67p	3.28
34920	aIL10	-	2	-1	-13	MSD_Cluster_1	-0.33728837658214
34920	aIL10	-	2	-1	-13	MSD_Cluster_2	-0.00194123133471064
34920	aIL10	-	2	-1	-13	MSD_Cluster_3	-0.0549402356602333
34930	aIL10	-	2	-1	-13	IL10	0.287016020770297
34930	aIL10	-	2	-1	-13	IL4	0.128380846700103
34930	aIL10	-	2	-1	-13	MIP3b	64.8673464903647
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	1.73
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2095
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.13
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	9.3
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	1.12
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	14.3
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	60.3
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2087
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2382
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	9707
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_KI67p_UNS	11.1
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	8.9
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	11.4
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	3.22
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	1.0921052631578947
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	0.7117117117117117
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.2013888888888888
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	1.5476190476190477
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.0363247863247864
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	0.776
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.0497835497835497
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.0325342465753424
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_KI67p	2.38
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4p_TEM	0.17
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_CD25p	2.54
34930	aIL10	-	2	-1	-13	LN_CD3p_CD8p_KI67p	2.31
34930	aIL10	-	2	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	1.09
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.01
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	1902
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	10.1
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	44.3
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	3.03
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.14
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2288
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	4.09
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.1848184818481848
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.4366197183098592
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.678082191780822
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.222972972972973
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.0142857142857142
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	0.6195652173913044
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	0.6212121212121212
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	0.5733333333333334
34930	aIL10	-	2	-1	-13	PBMC_CD3p_CD8p_KI67p	1.1
